genericName,SynNames
Ardeparin,0
Loxapine,"2-Chloro-11-(4-methyl-1-piperazinyl)dibenz[b,f][1,4]oxazepine "
Remoxipride,Remoxiprida 
Mupirocin,"9-[(E)-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-[[(2S,3S)-3- [(2S,3S)-3-hydroxybutan-2-yl]oxiran-2-yl]methyl] oxan-2-yl]-3-methylbut-2-enoyl]oxynonanoic acid "
Carbamoylcholine,Carbacholine 
Rosiglitazone,"(±)-5-[p-[2-(methyl-2-pyridylamino)ethoxy]benzyl]-2,4-thiazolidinedione "
Pramipexole,(-)-Pramipexole 
Acetohexamide,1-((p-Acetylphenyl)sulfonyl)-3-cyclohexylurea 
Ampicillin,ABPC 
Metocurine iodide,Dimethyl tubocurarine iodide 
Phenoxymethylpenicillin,"(2S,5R,6R)-3,3-DIMETHYL-7-OXO-6-(2-PHENOXYACETAMIDO)-4-THIA-1- AZABICYCLO(3.2.0)HEPTANE-2-CARBOXYLIC ACID "
Secobarbital,(±)-secobarbital 
Miglustat,"1,5-(butylimino)-1,5-dideoxy, D-glucitol "
Promazine,10-(3-(Dimethylamino)propyl)phenothiazine 
Spironolactone,Espironolactona 
Methylphenidate,Methyl phenidylacetate 
Methocarbamol,(RS)-2-hydroxy-3-(2-methoxyphenoxy)propyl carbamate 
Hyoscyamine,(−)-atropine 
Zolpidem,"N,N,6-Trimethyl-2-(4-methylphenyl)imidazo(1,2-a)pyridine-3-acetamide "
Famciclovir,"2-(2-(2-amino-9H-purin-9-yl)ethyl)-1,3-propanediol diacetate "
Triprolidine,(E)-2-[3-(1-pyrrolidinyl)-1-p-toluenepropenyl]pyridine 
Streptozocin,2-Deoxy-2-(((methylnitrosoamino)carbonyl)amino)-D-glucopyranose 
Carboprost tromethamine,(15S)-15-methyl-PGF2α tromethamine salt 
Cefpiramide,Cefpiramide 
Lindane,"(1r,2c,3t,4c,5c,6t)-1,2,3,4,5,6-hexachlorocyclohexane "
Trifluridine,5-(Trifluoromethyl)deoxyuridine 
Prochlorperazine,2-Chloro-10-(3-(1-methyl-4-piperazinyl)propyl)-phenothiazine 
Cyproheptadine,"1-methyl-4-(5-dibenzo(a,e)cycloheptatrienylidene)piperidine "
Nitric Oxide,EDRF 
Bendroflumethiazide,"±-3-benzyl-3,4-dihydro-6-(trifluoromethyl)-2H-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide "
Allopurinol,"1,5-Dihydro-4H-pyrazolo(3,4-d)pyrimidin-4-one "
Ceftazidime,CAZ 
Cerivastatin,Cerivastatin
Trimethoprim,"2,4-diamino-5-(3,4,5-trimethoxybenzyl)pyrimidine "
Gemcitabine,"2'-Deoxy-2',2'-difluorocytidine "
Entecavir,Anhydrous entecavir 
Betamethasone,"16β-Methyl-1,4-pregnadiene-9α-fluoro-11β,17α,21-triol-3,20-dione "
Teniposide,"4'-demethylepipodophyllotoxin 9-(4,6-O-(R)-2-thenylidene-beta-D-glucopyranoside) "
Epirubicin,"(1S,3S)-3-GLYCOLOYL-1,2,3,4,6,11-HEXAHYDRO-3,5,12-TRIHYDROXY-10-METHOXY-6,11-DIOXO-1-NAPHTHACENYL 3-AMINO-2,3,6-TRIDEOXY-.ALPHA.-L-ARABINO-HEXOPYRANOSIDE "
Chloramphenicol,Chloramphénicol 
Loracarbef,Anhydrous loracarbef 
Lansoprazole,Lansoprazol 
Dipivefrin,(±)-4-[1-hydroxy-2-(methylamino)ethyl]-o-phenylene divavalate 
Droperidol,"1-(1-(3-(p-fluorobenzoyl)propyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone "
Levothyroxine,"3,3',5,5'-Tetraiodo-L-thyronine "
Framycetin,Fradiomycin B 
Clomocycline,Chlormethylenecycline 
Meperidine,Isonipecaïne 
Loratadine,Loratadina 
Cefalotin,3-Acetoxymethyl-7-(2-thienylacetamido)-3-cephem-4-carboxylic acid 
Prazosin,"1-(4-Amino-6,7-dimethoxy-2-quinazolinyl)-4-(2-furanylcarbonyl)piperazine "
Imipramine,"10,11-dihydro-N,N-dimethyl-5H-dibenz[b,f]azepine-5-propanamine "
Acitretin,"(all-E)-9-(4-Methoxy-2,3,6-trimethylphenyl)-3,7-dimethyl-2,4,6,8-nonatetraenoic acid "
Verteporfin,Verteporfin 
Nabumetone,4-(6-Methoxy-2-naphthalenyl)-2-butanone 
Methscopolamine bromide,(−)-scopolamine methobromide 
Metharbital,Metarbital 
Sodium tetradecyl sulfate,7-Ethyl-2-methyl-4-undecanol sulfate sodium salt 
Ketorolac,Ketorolac 
Picrotoxin,cocculin
Enoxacin,"1-ethyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-1,8-naphthyridine-3-carboxylic acid "
Quinine,(-)-Quinine 
Tenoxicam,Tenoxicam 
Dronabinol,.DELTA.1-THC 
Montelukast,(R-(E))-1-(((1-(3-(2-(7-Chloro-2-quinolinyl)ethenyl)phenyl)-3-(2-(1-hydroxy-1-methylethyl)phenyl)propyl)thio)methyl)cyclopropaneacetic acid 
Fluoxetine,"(+-)-N-Methyl-3-phenyl-3-((alpha,alpha,alpha-trifluoro-P-tolyl)oxy)propylamine "
Hexylcaine,Hexilcaina 
Methohexital,(±)-5-allyl-1-methyl-5-(1-methyl-2-pentynyl)barbituric acid 
Chlordiazepoxide,"7-chloro-2-methylamino-5-phenyl-3H-1,4-benzodiazepin-4-oxide "
Duloxetine,(3S)-N-methyl-3-(1-naphthyloxy)-3-(2-thienyl)propan-1-amine 
Chlorpromazine,"3-(2-chloro-10H-phenothiazin-10-yl)-N,N-dimethyl-1-propanamine "
Rimantadine,alpha-Methyl-1-adamantanemethylamine 
Amikacin,1-N-(L(−)-γ-amino-α-hydroxybutyryl)kanamycin A 
Lenalidomide,"1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline "
Raloxifene,(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone 
Celecoxib,Celecoxib 
Gallamine triethiodide,Gallamin triethiodid 
Brimonidine,5-Bromo-6-(2-imidazolin-2-ylamino)quinoxaline 
Dicloxacillin,"(2S,5R,6R)-6-({[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid "
Nabilone,Nabilon 
Pefloxacin,Pefloxacin 
Altretamine,"2,4,6-tris(dimethylamino)-1,3,5-triazine "
Sotalol,4'-(1-hydroxy-2-(isopropylamino)ethyl)methane sulfonanilide 
Buspirone,"8-(4-(4-(2-Pyrimidinyl)-1-piperizinyl)butyl)-8-azaspiro(4,5)decane-7,9-dione "
Miglitol,Miglitol 
Fosinopril,Fosenopril 
Cefotaxime,"(6R,7R,Z)-3-(acetoxymethyl)-7-(2-(2-aminothiazol-4-yl)-2-(methoxyimino)acetamido)-8-oxo-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid "
Entacapone,"(E)-alpha-Cyano-N,N-diethyl-3,4-dihydroxy-5-nitrocinnamamide "
Zidovudine,Azidothymidine 
Darifenacin,"(S)-1-(2-(2,3-dihydro-5-benzofuranyl)ethyl)-α,α-diphenyl-3-pyrrolidineacetamide "
Oxycodone,(-)-14-Hydroxydihydrocodeinone 
Phenindione,"2-phenyl-1,3-diketohydrindene "
Flutamide,4'-nitro-3'-trifluoromethylisobutyranilide 
Tolmetin,1-Methyl-5-(4-methylbenzoyl)-pyrrole-2-acetic acid 
Cimetidine,1-Cyano-2-methyl-3-(2-(((5-methyl-4-imidazolyl)methyl)thio)ethyl)guanidine 
Haloperidol,1-(3-p-fluorobenzoylpropyl)-4-p-chlorophenyl-4-hydroxypiperidine 
Ritonavir,Ritonavir 
Levallorphan,Levallofano 
Tridihexethyl,0
Nitazoxanide,Nitaxozanid 
Triflupromazine,10-(3-(Dimethylamino)propyl)-2-(trifluoromethyl)phenothiazine 
Dextrothyroxine,D-thyroxine 
Acetyldigitoxin,Acetildigitoxina 
Vancomycin,Vancomicina 
Aminocaproic acid,6-Aminocaproic acid 
Dextromethorphan,(+)-dextromethorphan 
Cisplatin,(SP-4-2)-DIAMMINEDICHLOROPLATINUM 
Bentoquatam,Bentoquatam
Anisotropine methylbromide,8-Methyl-3-(2-propylpentanoyloxy)tropinium bromide 
Albendazole,(5-(propylthio)-1H-benzimidazol-2-yl)carbamic acid methyl ester 
Trandolapril,Trandolapril 
Caspofungin,"(4R,5S)-5-((2-Aminoethyl)amino)-N(sup 2)-(10,12-dimethyltetradecanoyl)-4-hydroxy-L-ornithyl-L-threonyl-trans-4-hydroxy-L-prolyl-(S)-4-hydroxy-4-(p-hydroxyphenyl)-L-threonyl-threo-3-hydroxy-L-ornithyl-trans-3-hydroxy-L-proline cyclic (6-1)-peptide "
Carteolol,Carteolol 
Bentiromide,Bentiromide 
Alitretinoin,"(2E,4E,6Z,8E)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid "
Metolazone,"2-Methyl-3-o-tolyl-6-sulfamyl-7-chloro-1,2,3,4-tetrahydro-4-quinazolinone "
Tolnaftate,2-Naphthyl N-methyl-N-(3-tolyl)thionocarbamate 
Oxaliplatin,Diaminocyclohexane Oxalatoplatinum 
Cinchocaine,2-butoxy-N-(2-(diethylamino)ethyl)cinchoninamide 
Lercanidipine,Lercanidipine 
Foscarnet,Carboxyphosphonic acid 
Erlotinib,"[6,7-Bis-(2-methoxy-ethoxy)-quinazolin-4-yl]-(3-ethynyl-phenyl)-amine "
Cyclophosphamide,(+-)-Cyclophosphamide 
Mephenytoin,mefenitoína 
Rofecoxib,3-phenyl-4-[4-(methylsulfonyl)phenyl]-2(5H)-furanone 
Chlormerodrin,{3-[(aminocarbonyl)amino]-2-methoxypropyl}chloromercury 
Cefdinir,"(6R,7R,Z)-7-(2-(2-aminothiazol-4-yl)-2-(hydroxyimino)acetamido)-8-oxo-3-vinyl-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid "
Guanidine,Aminomethanamidine 
Ciprofloxacin,"1-cyclopropyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-3-quinolinecarboxylic acid "
Gadoversetamide,Gadoversetamid 
Toremifene,Toremifene 
Nortriptyline,"10,11-dihydro-N-methyl-5H-dibenzo[a,d]cycloheptene-Δ5,γ-propylamine "
Vincristine,22-Oxovincaleukoblastin 
Benazepril,Bénazépril 
Amoxapine,"2-Chloro-11-(1-piperazinyl)dibenz(b,f)(1,4)oxazepine "
Fluorouracil,5-Fluoracil 
Pyridostigmine,Piridostigmina 
Adinazolam,"8-Chloro-1-((dimethylamino)methyl)-6-phenyl-4H-s-triazolo(4,3-a)(1,4)benzodiazepine "
Desoximetasone,"(11β,16α)-9-fluoro-11,21-dihydroxy-16-methylpregna-1,4-diene-3,20-dione "
Azelaic acid,"1,7-dicarboxyheptane "
Zafirlukast,4-(5-cyclopentyloxycarbonylamino-1-methyl-1H-indol-3-ylmethyl)-3-methoxy-N-o-tolylsulfonylbenzamide 
Propylthiouracil,2-Mercapto-6-propyl-4-pyrimidone 
Acetohydroxamic acid,Acethydroxamsaeure 
Pentostatin,Co-vidarabine 
Methoxsalen,6-hydroxy-7-methoxy-5-benzofuranacrylic acid δ-lactone 
Piroxicam,"4-Hydroxy-2-methyl-N-(2-pyridyl)-2H-1,2-benzothiazin-3-caboxyamid-1,1-dioxid "
Lamotrigine,"3,5-diamino-6-(2,3-dichlorophenyl)-1,2,4-triazine "
Perflutren,"1,1,1,2,2,3,3,3-octafluoropropane "
Hydroxyzine,Hidroxizina 
Zanamivir,"(2R,3R,4S)-3-(acetylamino)-4-carbamimidamido-2-[(1R,2R)-1,2,3-trihydroxypropyl]-3,4-dihydro-2H-pyran-6-carboxylic acid "
Bosentan,"4-(1,1-Dimethylethyl)-N-(6-(2-hydroxyethoxy)-5-(2-methoxyphenoxy)-(2,2'-bipyrimidin)-4-yl) benzenesulfornamide "
Tigecycline,"(4S,4aS,5aR,12aS)-9-(2-(tert-butylamino)acetamido)-4,7-bis(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,10,12,12a-tetrahydroxy-1,11-dioxo-2-naphthacenecarboxamide "
Doxapram,(±)-doxapram 
Benzthiazide,"3-((benzylthio)methyl)-6-chloro-7-sulfamoyl-2H-benzo-1,2,4-thiadiazine 1,1-dioxide "
Methotrexate,4-amino-10-methylfolic acid 
Carbamazepine,"5-Carbamoyl-5H-dibenz(b,f)azepine "
Cisatracurium,"(1r,2r,1'r,2'r)-2,2'-{pentane-1,5-diylbis[oxy(3-oxopropane-3,1-diyl)]}bis[1-(3,4-dimethoxybenzyl)-6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinolinium] "
Succimer,DIM-SA 
Cephalexin,"(6R,7R)-7-{[(2R)-2-amino-2-phenylacetyl]amino}-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid "
Cinnarizine,1-(Diphenylmethyl)-4-(3-phenyl-2-propenyl)piperazine 
Fondaparinux,Natural heparin pentasaccharide
Vinblastine,Vinblastin 
Propranolol,1-((1-Methylethyl)amino)-3-(1-naphthalenyloxy)-2-propanol 
Atropine,(±)-atropine 
Fenoprofen,(+/-)-fenoprofen 
Fenfluramine,(±)-fenfluramine 
Clonidine,"2-((2,6-Dichlorophenyl)imino)imidazolidine "
Sulfamethizole,Sulfamethizol 
Valaciclovir,L-Valine ester with 9-((2-hydroxyethoxy)methyl)guanine 
Carbenicillin,"(2S,5R,6R)-6-{[carboxy(phenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid "
Mazindol,Mazindol 
Valdecoxib,Valdecoxib
Lactulose,4-O-beta-D-Galactopyranosyl-D-fructofuranose 
Voriconazole,"(R-(R*,S*))-alpha-(2,4-difluorophenyl)-5-fluoro-beta-methyl-alpha-(1H-1,2,4-triazol-1-ylmethyl)-4-pyrimidineethanol "
Levocarnitine,(-)-Carnitine 
Enalapril,(S)-1-(N-(1-(ethoxycarbonyl)-3-phenylpropyl)-L-alanyl)-L-proline 
Nizatidine,"N-(4-(6-Methylamino-7-nitro-2-thia-5-aza-6-hepten-1-yl)-2-thiazolylmethyl)-N,N-dimethylamine "
Diclofenac,"[2-(2,6-dichloroanilino)phenyl]acetic acid "
Cinalukast,"3'-((E)-2-(4-cyclobutyl-2-thiazolyl)vinyl)-2,2-diethylsuccinanilic acid "
Fluticasone propionate,Fluticasone propionate
Lisuride,Lisurid 
Doxazosin,"1-(4-Amino-6,7-dimethoxy-2-chinazolinyl)-4-(2,3-dihydro-1,4-benzodioxixin-2-ylcarbonyl)piperazin "
Fluocinolone acetonide,6alpha-fluorotriamcinolone acetonide 
Piperazine,Diethylenediamine 
Ethosuximide,(±)-2-ethyl-2-methylsuccinimide 
Amiloride,"3,5-diamino-N-carbamimidoyl-6-chloropyrazine-2-carboxamide "
Oxytetracycline,5-Hydroxytetracycline 
Ulobetasol,21-chloro diflorasone 
Gadoteridol,"gadolinium 2,2',2''-[10-(2-hydroxypropyl)-1,4,7,10-tetraazacyclododecane-1,4,7-triyl]triacetate "
Labetalol,3-Carboxamido-4-hydroxy-alpha-((1-methyl-3-phenylpropylamino)methyl)benzyl alcohol 
Thiopental,(±)-thiopental 
Monobenzone,4-(Benzyloxy)phenol 
Linezolid,Linezolid 
Ivermectin,Ivermectin 
Medroxyprogesterone acetate,"(6α)-17-(Acetyloxy)-6-methylpreg-4-ene-3,20-dione "
Cisapride,Cisaprid 
Sulindac,(Z)-5-Fluoro-2-methyl-1-((p-(methylsulfinyl)phenyl)methylene)-1H-indene-3-acetic acid 
Cyclothiazide,"6-chloro-3-(2-norbornen-5-yl)-7-sulfamyl-3,4-dihydro-1,2,4-benzothiadiazine 1,1-dioxide "
Nafcillin,(2-ethoxy-1-naphthalenyl)penicillin 
Chloroquine,Chloraquine 
Ethionamide,2-ethyl-4-thiopyridylamide 
Metaraminol,(-)-Erythro-metaraminol 
Butorphanol,"(−)-17-(cyclobutylmethyl)morphinan-3,14-diol "
Bisoprolol,(+-)-1-((alpha-(2-Isopropoxyethoxy)-p-tolyl)oxy)-3-(isopropylamino)-2-propanol 
Amodiaquine,Amodiaquina 
Furazolidone,3-(5'-Nitrofurfuralamino)-2-oxazolidone 
Rifabutin,"1,4-Dihydro-1-deoxy-1',4-didehydro-5'-(2-methylpropyl)-1-oxorifamycin XIV "
Candoxatril,"[4(S)-cis]-4-[[[1-[3-[(2,3-dihydro-1H-Indeb5-yl)oxy]-2-[(2-methoxyethoxy)methyl]-3-oxopropyl]cyclopentyl]carbonyl]amino]cyclohexanecarboxylic acid "
Paramethadione,Parametadiona 
Demeclocycline,"[4S-(4α,4aα,5aα,6β,12aα)]-7-chloro-4-(dimethylamino)1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-1,11-dioxo-2-naphthacenecarboxamide "
Imatinib,Imatinib 
Triamcinolone,"11β,16α,17α,21-tetrahydroxy-9α-fluoro-1,4-pregnadiene-3,20-dione "
Oxandrolone,Ossandrolone 
Nicardipine,Nicardipine 
Fluphenazine,1-(2-hydroxyethyl)-4-(3-(trifluoromethyl-10-phenothiazinyl)propyl)-piperazine 
Testosterone,17beta-hydroxy-4-androsten-3-one 
Efavirenz,"(S)-6-chloro-4-(Cyclopropylethynyl)-1,4-dihydro-(S)-6-chloro-4-(cyclopropylethynyl)-1,4-dihydro-4-(trifluoromethyl)-2H-3,1-benzoxazin-2-one4-(trifluoromethyl)-2H-3,1-benzoxazin-2-one "
Bacitracin,Bacitracin 
Niacin,3-carboxypyridine 
Clorazepic acid,"7-chloro-2,3-dihydro-2,2-dihydroxy-5-phenyl-1H-1,4-benzodiazepine-3-carboxylic acid "
Guanabenz,Guanabenz 
Alendronic acid,"(4-amino-1-hydroxybutane-1,1-diyl)bis(phosphonic acid) "
Clofarabine,"(2R,3R,4S,5R)-5-(6-amino-2-chloropurin-9-yl)-4-fluoro-2-(hydroxymethyl)oxolan-3-ol "
Docosanol,1-Docosanol 
Dexmedetomidine,"(+)-4-((S)-alpha,2,3-Trimethylbenzyl)imidazole "
Sulfacetamide,Acetosulfamine 
Prednisone,"1,2-Dehydrocortisone "
Clofibrate,2-(4-Chlorophenoxy)-2-methylpropanoic acid ethyl ester 
Astemizole,1-(p-Fluorobenzyl)-2-((1-(2-(p-methoxyphenyl)ethyl)piperid-4-yl)amino)benzimidazole 
Inulin,Inulin
Butoconazole,"1-[4-(4-Chloro-phenyl)-2-(2,6-dichloro-phenylsulfanyl)-butyl]-1H-imidazole "
Adenosine,"(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol "
Simvastatin,"2,2-dimethylbutyric acid, 8-ester with (4R,6R)-6-(2-((1S,2S,6R,8S,8aR)-1,2,6,7,8,8a-hexahydro-8-hydroxy-2,6-dimethyl-1-naphthyl)ethyl)tetrahydro-4-hydroxy-2H-pyran-2-one "
Pemetrexed,Pemetrexed
Mebendazole,(5-benzoyl-1H-benzimidazol-2-yl)-carbamic acid methyl ester 
Gonadorelin,GnRH 
Dyclonine,1-(4-Butoxyphenyl)-3-(1-piperidinyl)-1-propanone 
Nystatin,Nistatina 
Dextropropoxyphene,d-Propoxyphene 
Mitotane,"1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethyl]-benzene "
Stavudine,"1-(2,3-Dideoxy-beta-D-glycero-pent-2-enofuranosyl)thymine "
Leucovorin,"(5-formyl-5,6,7,8-tetrahydropteroyl)glutamate "
Dyphylline,"(±)-7-(2,3-dihydroxypropyl)theophylline "
Pentazocine,Pentazocin 
Magnesium sulfate,Magnesium sulfate (1:1) 
Latanoprost,"isopropyl (Z)-7-((1R,2R,3R,5S)-3,5-dihydroxy-2-((3R)-3-hydroxy-5-phenylpentyl)cyclopentyl)-5-heptenoate "
Estrone,"3-Hydroxy-1,3,5(10)-estratrien-17-one "
Trazodone,"2-(3-[4-(3-chlorophenyl)-1-piperazinyl]propyl)[1,2,4]triazolo[4,3-a]pyridin-3(2H)-one "
Mecamylamine,Mecamylamine
Sevelamer,Sevelamer 
Acamprosate,3-Acetamido-1-propanesulfonic acid 
Metaxalone,Metassalone 
Verapamil,Iproveratril 
Trimethobenzamide,"N-[[4-(2-dimethylaminoethoxy)phenyl]methyl]-3,4,5-trimethoxybenzamide "
Flumethasone,"6alpha,9-Difluoro-11beta,17,21-trihydroxy-16alpha-methylpregna-1,4-diene-3,20-dione "
Sulfametopyrazine,Solfametopirazina 
Nilutamide,"5,5-Dimethyl-3-(α,α,α-trifluoro-4-nitro-m-tolyl)hydantoin "
Nafarelin,Nafarelin 
Epinephrine,(−)-(R)-epinephrine 
Sumatriptan,(3-[2-(dimethylamino)ethyl]-1H-indol-5-yl)-N-methylmethanesulfonamide 
Pirenzepine,"11-((4-Methyl-1-piperazinyl)acetyl)-5,11-dihydro-6H-pyrido(2,3-b)(1,4)benzodiazepin-6-one "
Cefixime,(−)-cefixim 
Chlorpropamide,1-(p-chlorobenzenesulfonyl)-3-propylurea 
Aprepitant,Aprepitant 
Galantamine,(-)-Galanthamine 
Tamoxifen,"(Z)-2-(4-(1,2-Diphenyl-1-butenyl)phenoxy)-N,N-dimethylethanamine "
Benzyl benzoate,Acarobenzyl 
Isoflurophate,DFP 
Losartan,(2-butyl-4-chloro-1-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-1H-imidazol-5-yl)methanol 
Thioridazine,10-[2-(1-methyl-2-piperidyl)ethyl]-2-methylsulfanyl-phenothiazine 
Moricizine,[10-(3-Morpholin-4-yl-propionyl)-10H-phenothiazin-2-yl]-carbamic acid ethyl ester 
Amphotericin B,Amfotericina B 
Warfarin,4-Hydroxy-3-(3-oxo-1-phenylbutyl)coumarin 
Midazolam,Midazolam 
Tobramycin,3'-Deoxykanamycin B 
Trovafloxacin,Trovafloxacin 
Pentosan polysulfate,Pentosan polysulfate 
Fludrocortisone,9alpha-Fluorocortisol 
Mycophenolate mofetil,2-morpholinoethyl (E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-5-phthalanyl)-4-methyl-4-hexenoate 
Cephaloglycin,7-(2-D-alpha-Aminophenylacetamido)cephalosporanic acid 
Flurazepam,Flurazepam 
Moexipril,Moexipril 
Phentolamine,2-(N-(m-hydroxyphenyl)-p-toluidinomethyl)imidazoline 
Fluorescein,"3,6-fluorandiol "
Daunorubicin,(+)-Daunomycin 
Furosemide,2-Furfurylamino-4-chloro-5-sulfamoylbenzoic acid 
Ergotamine,"(5'α)-12'-hydroxy-2'-methyl-5'-(phenylmethyl)ergotoman-3',6',18-trione "
Tizanidine,"5-Chloro-4-(2-imidazolin-2-ylamino)-2,1,3-benzothiadiazole "
Nitrofurantoin,"1-((5-nitro-2-furanyl)methylene)amino-2,4-imidazolidenedione "
Nicergoline,"(8β)-10-methoxy-1,6-dimethylergoline-8-methanol 5-bromo-3-pyridinecarboxylate (ester) "
Eplerenone,Eplerenona 
Amprenavir,"(3S)-Tetrahydro-3-furanyl ((1S,2R)-3-(((4-aminophenyl)sulfonyl)(2-methylpropyl)amino)-2-hydroxy-1-(phenylmethyl)propyl)carbamate "
Icodextrin,Icodextrin 
Methazolamide,Metazolamida 
Naltrexone,"17-(Cyclopropylmethyl)-4,5-epoxy-3,14-dihydroxymorphinan-6-one "
Delavirdine,(N-[2-[4-[3-(1-methylethylamino)pyridin-2-yl]piperazin-1-yl]carbonyl-1H-indol-5-yl] methanesulfonamide) 
Tamsulosin,(−)-tamsulosin 
Porfimer sodium,Porfimer natrium 
Sufentanil,N-(4-(Methoxymethyl)-1-(2-(2-thienyl)ethyl)-4-piperidinyl)-N-phenylpropanamide 
Lamivudine,"(-)-1-((2R,5S)-2-(Hydroxymethyl)-1,3-oxathiolan-5-yl)cytosine "
Ibandronate,ácido ibandrónico 
Diethylcarbamazine,Diethylcarbamazin 
Flurbiprofen,(±)-2-fluoro-α-methyl-4-biphenylacetic acid 
Oxacillin,"(2S,5R,6R)-3,3-dimethyl-6-{[(5-methyl-3-phenylisoxazol-4-yl)carbonyl]amino}-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid "
Apomorphine,"(−)-10,11-dihydroxyaporphine "
Paroxetine,"(−)-(3S,4R)-4-(p-fluorophenyl)-3-((3,4-(methylenedioxy)phenoxy)methyl)piperidine "
Nedocromil,"9-Ethyl-6,9-dihydro-4,6-dioxo-10-propyl-4H-pyrano(3,2-g)chinolin-2,8-dicarbonsäure "
Norethisterone,"(17alpha)-17-ethynyl-17-hydroxyestra-4,8(14),9-trien-3-one "
Adefovir dipivoxil,Adefovir di(pivaloyloxymethyl) ester 
Azatadine,"11-(1-Methyl-4-piperidinylidene)-6,11-dihydro-5H-benzo[5,6]cyclohepta[1,2-b]pyridine "
Clodronic acid,(Dichloro-phosphono-methyl)-phosphonic acid 
Procaine,2-Diethylaminoethyl p-aminobenzoate 
Lisinopril,(S)-1-(N(2)-(1-Carboxy-3-phenylpropyl)-L-lysyl)-L-proline 
Methoxamine,Méthoxamédrine 
Imiquimod,"1-isobutyl-1H-imidazo[4,5-c]quinolin-4-amine "
Homatropine methylbromide,"3-alpha-Hydroxy-8-methyl-1-alpha-H,5-alpha-H-tropanium bromide mandelate "
Trimipramine,"10,11-dihydro-N,N,β-trimethyl-5H-dibenz[b,f]azepine-5-propanamine "
Nitroglycerin,"1,2,3-propanetrioltrinitrate "
Rocuronium,Rocuronio 
Thiabendazole,"2-(1,3-thiazole-4-yl)-1H-benzimidazole "
Nateglinide,Nateglinida 
Atracurium besylate,Atracurium besilate 
Pralidoxime,2-PAM 
Risperidone,Risperidona 
Naftifine,Naftifin 
Esomeprazole,(−)-omeprazole 
Meclizine,Meclizine 
Pentamidine,"1,5-bis(4-amidinophenoxy)pentane "
Hetacillin,"(2S,5R,6R)-6-[(4R)-2,2-dimethyl-5-oxo-4-phenylimidazolidin-1-yl]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid "
Riluzole,Riluzol 
Hydrocortisone,"(11β)-11,17,21-trihydroxypregn-4-ene-3,20-dione "
Mannitol,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexaol "
Gadobenic acid,Acide gadobenique 
Zileuton,(±)-1-(1-Benzo[b]thien-2-ylethyl)-1-hydroxyurea 
Modafinil,2-((diphenylmethyl)sulfinyl)acetamide 
Deferoxamine,Deferoxamin 
Scopolamine,(-)-hyoscine 
Carbinoxamine,(±)-carbinoxamine 
Etodolac,"(±)-1,8-diethyl-1,3,4,9-tetrahydropyrano(3,4-b)indole-1-acetic acid "
Prilocaine,2-(Propylamino)-o-propionotoluidide 
Epinastine,(±)-epinastine 
Tranylcypromine,(±)-trans-2-phenylcyclopropylamine 
Isoflurane,"1-chloro-2,2,2-trifluoroethyl difluoromethyl ether "
Ethotoin,(±)-3-ethyl-5-phenylhydantoin 
Tretinoin,"(all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid "
Hexachlorophene,"2,2'-dihydroxy-3,3',5,5',6,6'-hexachlorodiphenylmethane "
Dolasetron,Dolasetron 
Clopidogrel,(+)-Clopidogrel 
Tetracycline,"(4S,4aS,5aS,12aS)-4-(Dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-2-naphthacenecarboxamide "
